System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Cyrille de Jérusalem
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Author
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Marin et Anatole, excepteurs
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Zénophile et Patrophile, excepteurs
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Théophile
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Syméon de Beth Archam, Lettre à Syméon abbé de Gabola
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Zadoy
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Isaïe d’Arzoun
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Addaï apôtre
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Michel
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Jacaques de Serugh
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Mar Babaï
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Jean le Préfet
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Théodoret, Hist. Rel.
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Syméon Bar-Apollon et Bar-Hatar
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Sérapion de Thmouis
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Élisée
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: cité dans Eusèbe de Césarée, Hist. Eccl.
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: ps.-Ephrem
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Jacques le diacre
